Entry Order,Block,Patch,Corner,Dist,Species,2015 Survival Status,Position,Alive?,Repro Status,Recruit Count,Subset?,Quandrant?,Notes,Location_Info_Incorrect (1 = incorrect)
2952,54S,D,II,a,GD,1,3,1,,,,,,
2953,54S,D,II,a,AB,1,4,1,1,0,,,,
2954,54S,D,II,a,NG,1,6,1,1,0,,,,
2955,54S,D,II,a,LE,0,7,0,,0,,,,
2956,54S,D,II,a,CB,1,8,1,1,1,,,,
2957,54S,D,II,b,NG,0,1,0,,0,,,,
2958,54S,D,II,b,GD,0,3,0,,,,,,
2959,54S,D,II,b,CB,1,4,1,1,0,,,,
2960,54S,D,II,b,SS,0,5,0,,0,,,,
2961,54S,D,II,b,AB,1,6,1,1,0,,,,
2962,54S,D,II,b,AV,1,7,1,1,0,,,,
2963,54S,D,II,b,LE,1,8,1,0,0,,,,
2964,54S,D,II,c,GD,1,1,1,,,,,,
2965,54S,D,II,c,NG,1,2,1,0,0,,,,
2966,54S,D,II,c,LE,0,3,0,,0,,,,
2967,54S,D,II,c,CB,1,4,1,1,0,,,,
2968,54S,D,II,c,AV,0,6,0,,0,,,,
2969,54S,D,II,c,SS,1,7,1,1,0,,,,
2970,54S,D,II,c,AB,0,8,0,,0,,,,
2971,54S,D,II,d,CB,0,1,0,,0,,,,
2972,54S,D,II,d,AV,0,2,0,,0,,,,
2973,54S,D,II,d,NG,1,3,1,0,0,,,,
2974,54S,D,II,d,LE,0,4,0,,0,,,,
2975,54S,D,II,d,SS,1,6,1,1,0,,,,
2976,54S,D,II,d,AB,0,7,0,,0,,,,
2977,54S,D,II,d,GD,1,8,1,,,,,,
2978,54S,D,III,a,GD,1,1,1,,,,,,
2979,54S,D,III,a,AV,1,2,1,1,0,,,,
2980,54S,D,III,a,AB,1,3,1,1,3,,,,
2981,54S,D,III,a,SS,1,4,1,0,0,,,,
2982,54S,D,III,a,NG,1,5,1,1,0,,,,
2983,54S,D,III,a,LE,1,6,1,0,0,,,,
2984,54S,D,III,a,CB,1,7,1,1,0,,,,
2985,54S,D,III,b,SS,1,2,1,1,1,,,,
2986,54S,D,III,b,AB,1,3,1,1,3,,,,
2987,54S,D,III,b,LE,0,4,0,,0,,,,
2988,54S,D,III,b,NG,1,5,1,1,0,,,,
2989,54S,D,III,b,GD,0,6,1,,,,,,
2990,54S,D,III,b,AV,1,7,1,1,0,,,,
2991,54S,D,III,b,CB,0,9,0,,0,,,,
2992,54S,D,III,c,LE,0,2,0,,0,,,,
2993,54S,D,III,c,AB,1,3,1,1,0,,,,
2994,54S,D,III,c,NG,1,4,1,1,0,,,,
2995,54S,D,III,c,GD,0,5,0,,,,,,
2996,54S,D,III,c,AV,1,6,1,0,1,,,,
2997,54S,D,III,c,CB,1,8,1,0,0,,,,
2998,54S,D,III,c,SS,0,9,0,,0,,,,
2999,54S,D,III,d,AV,1,2,1,1,0,,,,
3000,54S,D,III,d,LE,0,3,0,,0,,,,
3001,54S,D,III,d,NG,1,4,1,1,0,,,,
3002,54S,D,III,d,SS,1,5,1,1,0,,,,
3003,54S,D,III,d,GD,0,6,0,,,,,,
3004,54S,D,III,d,AB,1,7,1,1,2,,,,
3005,54S,D,III,d,CB,0,8,0,,0,,,,
3006,54S,D,IV,a,AB,0,1,0,,0,,,,
3007,54S,D,IV,a,NG,1,2,1,1,0,,,,
2252,53S,B,I,a,SS,0,7,1,1,0,,,Tagged as recruit in 2015,
3009,54S,D,IV,a,AV,1,5,1,1,0,,,,
3010,54S,D,IV,a,GD,1,6,0,,,,,,
3011,54S,D,IV,a,CB,0,7,0,,0,,,,
3012,54S,D,IV,a,SS,1,8,1,0,0,,,,
302,8,D,III,c,NG,1,6,1,1,0,,,there is a recruit >1.5 m away,
3014,54S,D,IV,b,AV,1,3,1,0,0,,,,
3015,54S,D,IV,b,SS,0,4,0,,0,,,,
3016,54S,D,IV,b,LE,0,5,0,0,3,,,,
3017,54S,D,IV,b,GD,0,6,0,,,,,,
3018,54S,D,IV,b,CB,1,7,0,,0,,,,
3019,54S,D,IV,b,NG,1,8,1,1,0,,,,
306,8,D,III,d,AB,1,4,1,0,0,,,there is a recruit >1.5 m away,
3021,54S,D,IV,c,GD,0,4,0,,,,,,
311,8,D,IV,a,AB,0,1,0,,0,,,Tree fallen through plot,
1803,53N,B,I,a,NG,1,9,1,0,0,,,Tree fell right in the middle of the plant,
3024,54S,D,IV,c,CB,1,7,1,1,0,,,,
3025,54S,D,IV,c,NG,1,8,1,1,0,,,,
3026,54S,D,IV,c,SS,1,9,1,1,7,,,,
3027,54S,D,IV,d,AB,1,2,1,1,0,,,,
3028,54S,D,IV,d,CB,1,3,1,1,0,,,,
3029,54S,D,IV,d,NG,1,4,1,1,1,,,,
3030,54S,D,IV,d,GD,0,6,0,,,,,,
3031,54S,D,IV,d,LE,0,7,0,,0,,,,
3032,54S,D,IV,d,SS,1,8,1,1,8,,,,
3033,54S,D,IV,d,AV,0,9,0,,0,,,,
3034,54S,E,I,a,NG,1,2,1,1,9,1,1,,
3035,54S,E,I,a,SS,1,3,1,1,21,,,,
3036,54S,E,I,a,GD,1,5,1,,,,,,
3037,54S,E,I,a,CB,1,6,1,1,1,,,,
3038,54S,E,I,a,AB,1,7,1,1,0,,,,
2785,54S,B,IV,a,SS,1,5,,,0,,,unsure of plant ID,
3040,54S,E,I,a,AV,1,9,1,1,12,1,1,,
3041,54S,E,I,b,NG,1,1,1,0,16,,,,
3042,54S,E,I,b,CB,1,2,1,1,2,,,,
3043,54S,E,I,b,GD,1,3,1,,,,,,
3044,54S,E,I,b,SS,0,4,0,,0,,,,
3045,54S,E,I,b,LE,0,5,0,,0,,,,
3046,54S,E,I,b,AV,1,7,1,1,0,,,,
3047,54S,E,I,b,AB,1,8,1,1,0,,,,
3048,54S,E,I,c,CB,1,2,1,1,0,,,,
3049,54S,E,I,c,NG,1,3,1,0,0,,,,
3050,54S,E,I,c,GD,0,4,0,,,,,,
3051,54S,E,I,c,AB,1,5,1,1,2,,,,
3052,54S,E,I,c,SS,1,6,1,0,0,,,,
3053,54S,E,I,c,AV,1,8,1,1,1,,,,
3054,54S,E,I,c,LE,1,9,1,1,0,,,,
3055,54S,E,I,d,AV,1,2,1,1,0,,,,
3056,54S,E,I,d,GD,0,3,0,,,,,,
3057,54S,E,I,d,CB,1,4,0,,0,,,,
3058,54S,E,I,d,SS,1,5,1,1,1,,,,
3059,54S,E,I,d,AB,1,6,1,1,0,,,,
3060,54S,E,I,d,LE,0,7,0,,0,,,,
3061,54S,E,I,d,NG,0,8,0,,0,,,,
3062,54S,E,II,a,CB,1,1,1,1,0,,,,
3063,54S,E,II,a,AV,1,2,1,1,0,,,,
3064,54S,E,II,a,GD,1,3,1,,,,,,
3065,54S,E,II,a,AB,1,4,1,1,0,,,,
3066,54S,E,II,a,LE,1,5,1,1,0,,,,
3067,54S,E,II,a,NG,1,6,1,0,0,,,,
3068,54S,E,II,a,SS,0,8,0,,0,,,,
3069,54S,E,II,b,NG,1,1,1,1,0,,,,
3070,54S,E,II,b,SS,1,2,1,1,0,,,,
3071,54S,E,II,b,GD,1,3,1,,,,,,
3072,54S,E,II,b,LE,1,4,1,0,0,,,,
3073,54S,E,II,b,AB,0,6,0,,0,,,,
3074,54S,E,II,b,AV,1,7,1,1,0,,,,
3075,54S,E,II,b,CB,1,8,1,1,2,,,,
3076,54S,E,II,c,GD,1,1,1,,,,,,
3077,54S,E,II,c,NG,1,2,1,1,0,,,,
2744,54S,B,II,c,GD,0,6,0,,,,,wasp nest near position 6,
3079,54S,E,II,c,SS,1,5,1,1,0,,,,
3080,54S,E,II,c,AV,0,6,0,,0,,,,
3081,54S,E,II,c,LE,1,7,1,0,0,,,,
3082,54S,E,II,c,AB,1,8,1,1,0,,,,
3083,54S,E,II,d,CB,0,1,0,,0,,,,
3084,54S,E,II,d,AV,1,2,1,1,0,,,,
3085,54S,E,II,d,NG,0,4,0,,0,,,,
3086,54S,E,II,d,LE,0,5,0,,0,,,,
3087,54S,E,II,d,SS,1,6,1,1,1,,,,
3088,54S,E,II,d,AB,1,7,1,1,0,,,,
3089,54S,E,II,d,GD,0,8,0,,,,,,
3090,54S,E,III,a,GD,0,1,0,,,,,,
3091,54S,E,III,a,AV,0,2,0,,0,,,,
3092,54S,E,III,a,AB,1,3,1,1,0,,,,
3093,54S,E,III,a,SS,0,4,0,,0,,,,
3094,54S,E,III,a,NG,1,5,1,0,0,,,,
2039,53N,D,I,c,SS,1,6,1,1,8,,,yellowed,
3096,54S,E,III,a,CB,0,7,0,,0,,,,
3097,54S,E,III,b,SS,1,2,1,0,5,,,,
3098,54S,E,III,b,AB,1,3,1,1,0,,,,
3099,54S,E,III,b,LE,0,4,0,,0,,,,
3100,54S,E,III,b,NG,1,5,1,1,0,,,,
3101,54S,E,III,b,GD,0,6,0,,,,,,
3102,54S,E,III,b,AV,1,7,1,0,0,,,,
3103,54S,E,III,b,CB,1,9,0,,0,,,,
3104,54S,E,III,c,AB,0,3,0,,0,,,,
3105,54S,E,III,c,NG,1,4,1,1,0,,,,
3106,54S,E,III,c,GD,0,5,0,,,,,,
3107,54S,E,III,c,AV,0,6,0,,0,,,,
3108,54S,E,III,c,LE,0,7,0,,1,,,,
3109,54S,E,III,c,CB,1,8,0,,0,,,,
3110,54S,E,III,c,SS,1,9,1,1,0,,,,
3111,54S,E,III,d,AV,1,2,1,1,0,,,,
3112,54S,E,III,d,LE,0,3,0,,0,,,,
3113,54S,E,III,d,NG,1,4,1,1,0,,,,
3114,54S,E,III,d,SS,0,5,0,,0,,,,
3115,54S,E,III,d,GD,0,6,0,,,,,,
3116,54S,E,III,d,AB,1,7,1,1,0,,,,
3117,54S,E,III,d,CB,0,8,0,,0,,,,
3118,54S,E,IV,a,SS,1,1,1,1,9,,,,
3119,54S,E,IV,a,CB,1,2,1,1,0,,,,
3120,54S,E,IV,a,LE,1,3,1,1,3,,,,
3121,54S,E,IV,a,NG,1,4,1,1,0,,,,
3122,54S,E,IV,a,AV,1,5,1,1,0,,,,
3123,54S,E,IV,a,GD,1,6,1,,,,,,
3124,54S,E,IV,a,AB,1,8,1,1,0,,,,
3125,54S,E,IV,b,NG,1,3,1,1,37,,,,
3126,54S,E,IV,b,AV,0,4,0,,0,,,,
3127,54S,E,IV,b,CB,1,5,1,1,0,,,,
3128,54S,E,IV,b,LE,0,6,0,,0,,,,
3129,54S,E,IV,b,AB,1,7,1,1,2,,,,
3130,54S,E,IV,b,GD,0,8,0,,,,,,
3131,54S,E,IV,b,SS,1,9,1,1,1,,,,
3132,54S,E,IV,c,SS,1,2,1,1,1,,,,
3133,54S,E,IV,c,AB,1,3,1,1,2,,,,
2266,53S,B,I,c,AV,1,6,1,1,0,,,yellowed,
3135,54S,E,IV,c,CB,1,5,1,1,0,,,,
3136,54S,E,IV,c,AV,1,7,1,1,0,,,,
3137,54S,E,IV,c,GD,1,8,1,,,,,,
1508,57,C,II,c,LE,0,7,1,0,32,,,,
3139,54S,E,IV,d,NG,0,1,0,,0,,,,
3140,54S,E,IV,d,AB,1,2,1,1,0,,,,
3141,54S,E,IV,d,LE,0,4,0,,0,,,,
3142,54S,E,IV,d,CB,1,5,0,,0,,,,
3143,54S,E,IV,d,GD,0,6,0,,0,,,,
3144,54S,E,IV,d,SS,0,7,0,,0,,,,
3145,54S,E,IV,d,AV,0,8,0,,0,,,,
